Mod:Item:MetaData, Localized Name
aoa3:water_balloon_bomber, 水球轰炸机
aoa3:wither_cannon, 凋灵加农
aoa3:grenade, 手榴弹
aoa3:slice_star, 螺旋镖
aoa3:vulkram, 治疗环刃
aoa3:chakram, 剧毒环刃
aoa3:runic_bomb, 符文炸弹
aoa3:goo_ball, 粘粘球
aoa3:hellfire, 燃烧瓶
aoa3:vulcane, 浊流之杖
aoa3:battle_vulcane, 浊流：战斗
aoa3:equality_vulcane, 浊流：生命
aoa3:fire_vulcane, 浊流：火焰
aoa3:impairment_vulcane, 浊流：仇恨
aoa3:poison_vulcane, 浊流：剧毒
aoa3:power_vulcane, 浊流：力量
aoa3:wither_vulcane, 浊流：凋灵
aoa3:alacrity_bow, 敏捷之弓
aoa3:ancient_bow, 远古之弓
aoa3:atlantic_bow, 冰冻弓
aoa3:baron_bow, 爵士弓
aoa3:boreic_bow, 命运弓
aoa3:daybreaker_bow, 破晓弓
aoa3:deep_bow, 深层弓
aoa3:explosive_bow, 爆裂弓
aoa3:haunted_bow, 鬼魅弓
aoa3:ice_bow, 冰之弓
aoa3:infernal_bow, 下界弓
aoa3:justice_bow, 正义之弓
aoa3:lunar_bow, 月球弓
aoa3:mecha_bow, 机甲弓
aoa3:nightmare_bow, 噩梦之弓
aoa3:poison_bow, 剧毒之弓
aoa3:predatious_bow, 自然弓
aoa3:primordial_bow, 原始弓
aoa3:rosidian_bow, 伊恩弓
aoa3:runic_bow, 符文之弓
aoa3:screamer_bow, 尖叫之弓
aoa3:shyregem_bow, 塞尔瑞宝石弓
aoa3:skeletal_bow, 骷髅之弓
aoa3:skydriver_bow, 酸性弓
aoa3:slingshot, Y型弹弓
aoa3:soulfire_bow, 魂焰之弓
aoa3:spectral_bow, 光谱弓
aoa3:speed_bow, 极速弓
aoa3:sunshine_bow, 日照弓
aoa3:toxin_bow, 毒素弓
aoa3:void_bow, 虚空之弓
aoa3:weaken_bow, 削弱之弓
aoa3:wither_bow, 凋灵之弓
aoa3:coral_archergun, 珊瑚弩
aoa3:lunar_archergun, 月球弩
aoa3:mecha_archergun, 机甲弩
aoa3:pyro_archergun, 火焰弩
aoa3:rosidian_archergun, 伊恩弩
aoa3:skeletal_archergun, 骷髅弩
aoa3:spectral_archergun, 光谱弩
aoa3:trolls_archergun, 巨怪弩
aoa3:viral_archergun, 病毒弩
aoa3:aquatic_staff, 水能法杖
aoa3:atlantic_staff, 冰冻法杖
aoa3:baron_staff, 爵士法杖
aoa3:candy_staff, 糖果法杖
aoa3:celestial_staff, 天朝法杖
aoa3:concussion_staff, 震荡法杖
aoa3:coral_staff, 珊瑚之杖
aoa3:crystal_staff, 晶体法杖
aoa3:crystik_staff, 结晶法杖
aoa3:cryston_staff, 水晶法杖
aoa3:destruction_staff, 毁灭法杖
aoa3:ember_staff, 余烬之杖
aoa3:everfight_staff, 战斗光环法杖
aoa3:evermight_staff, 力量光环法杖
aoa3:fire_staff, 火焰法杖
aoa3:firefly_staff, 萤火虫法杖
aoa3:firestorm_staff, 烈焰风暴
aoa3:fungal_staff, 真菌法杖
aoa3:ghoul_staff, 恐惧法杖
aoa3:haunters_staff, 幽魂法杖
aoa3:hive_staff, 蜂巢法杖
aoa3:joker_staff, 玩具法杖
aoa3:kaiyu_staff, 开宇之杖
aoa3:lightning_staff, 闪电之杖
aoa3:lightshine, 光芒法杖
aoa3:lunar_staff, 月球法杖
aoa3:lyonic_staff, 愤怒法杖
aoa3:mecha_staff, 机甲法杖
aoa3:meteor_staff, 流星法杖
aoa3:moonlight_staff, 月光法杖
aoa3:nature_staff, 自然法杖
aoa3:nightmare_staff, 噩梦之杖
aoa3:noxious_staff, 毒性法杖
aoa3:phantom_staff, 幻象之杖
aoa3:poison_staff, 剧毒法杖
aoa3:power_staff, 力量法杖
aoa3:primordial_staff, 原始法杖
aoa3:reef_staff, 暗礁法杖
aoa3:rejuvenation_staff, 回春之杖
aoa3:rosidian_staff, 伊恩法杖
aoa3:runic_staff, 符文之杖
aoa3:shadowlord_staff, 暗影领主魔杖
aoa3:show_staff, 狂欢法杖
aoa3:shyre_staff, 塞尔瑞法杖
aoa3:sky_staff, 天空法杖
aoa3:striker_staff, 杀戮法杖
aoa3:sun_staff, 太阳法杖
aoa3:surge_staff, 波涛之杖
aoa3:tangle_staff, 困惑之杖
aoa3:ultimatum_staff, 消失法杖
aoa3:underworld_staff, 冥界法杖
aoa3:water_staff, 水之法杖
aoa3:web_staff, 网之棍
aoa3:wind_staff, 风之法杖
aoa3:wither_staff, 凋灵法杖
aoa3:wizards_staff, 巫师法杖
aoa3:apoco_shower, 末世喷射器
aoa3:atomizer, 喷射器
aoa3:beamer, 光束
aoa3:bear_blaster, 熊之冲击者
aoa3:beat_sound_cannon, 节奏加农
aoa3:bee_blaster, 蜜蜂冲击者
aoa3:blast_chiller, 极光
aoa3:blood_drainer, 嗜血
aoa3:bone_blaster, 骨之冲击者
aoa3:bubble_horn, 泡沫号角
aoa3:camel_cannon, 骆驼加农
aoa3:colour_cannon, 色彩加农
aoa3:confetti_cannon, 彩花加农
aoa3:confetti_cluster, 烟花发射器
aoa3:dark_destroyer, 黑暗毁灭者
aoa3:darkly_guster, 暗黑狂风
aoa3:death_ray, 死亡射线
aoa3:deer_detonator, 小鹿枪
aoa3:doom_bringer, 末日使者
aoa3:dragon_destroyer, 巨龙毁灭者
aoa3:electro_sound_cannon, 电音加农
aoa3:eradicator, 根除者
aoa3:fish_fryer, 小鱼水枪
aoa3:flowercorne, 花角
aoa3:fragment, 破碎
aoa3:froster, 冻结
aoa3:gas_blaster, 气流冲击波
aoa3:ghoul_gasser, 恐惧气孔
aoa3:gold_bringer, 黄金使者
aoa3:gravity_blaster, 重力冲击者
aoa3:hell_horn, 下界号角
aoa3:hound_honcho, 猎犬町
aoa3:illusion_revolver, 幻觉左轮
aoa3:illusion_smg, 幻觉SMG
aoa3:ion_blaster, 离子炮
aoa3:iro_miner, 钢铁冲击者
aoa3:laser_blaster, 激光冲击波
aoa3:light_blaster, 闪耀冲击者
aoa3:light_spark, 闪耀火花
aoa3:luna_blaster, 卢娜冲击波
aoa3:mecha_blaster, 机械冲击波
aoa3:mind_blaster, 心灵冲击者
aoa3:moon_destroyer, 月亮毁灭者
aoa3:moon_shiner, 月光
aoa3:odious, 仇恨
aoa3:orbocron, 轨旋管
aoa3:paralyzer, 麻痹
aoa3:party_popper, 派对庆祝者
aoa3:penguin_blaster, 动物爆破者
aoa3:poison_plunger, 剧毒喷射器
aoa3:power_ray, 强力镭射
aoa3:proton, 粒子冲击波
aoa3:reefer, 冰冻枪
aoa3:revolution, 怒火
aoa3:seaocron, 海之巨炮
aoa3:skullo_blaster, 颅骨冲击波
aoa3:soul_drainer, 噬魂者
aoa3:soul_spark, 灵魂火花
aoa3:soul_storm, 灵魂风暴
aoa3:spirit_shower, 精神涤荡者
aoa3:step_sound_cannon, 步调加农
aoa3:swarmotron, 杀人蜂
aoa3:synth_sound_cannon, 合成加农
aoa3:toxic_terrorizer, 剧毒恐慌
aoa3:vibe_sound_cannon, 震音加农
aoa3:vortex_blaster, 漩涡枪
aoa3:whimsy_winder, 奇妙的络筒机
aoa3:withers_wrath, 凋灵之怒
aoa3:amethyst_lamp_off, 紫晶灯
aoa3:aquatic_lamp_off, 水能灯
aoa3:baronyte_lamp_off, 硫铁钾灯
aoa3:blazium_lamp_off, 虚空灯
aoa3:bloodstone_lamp_off, 血石灯
aoa3:crystallite_lamp_off, 微晶灯
aoa3:elecanium_lamp_off, 钛灯
aoa3:emberstone_lamp_off, 余烬石灯
aoa3:fire_lamp_off, 火焰灯
aoa3:ghastly_lamp_off, 阴森灯
aoa3:ghoulish_lamp_off, 恐惧灯
aoa3:aqua_life_lamp_off, 水能生命之灯
aoa3:black_life_lamp_off, 黑色生命之灯
aoa3:brown_life_lamp_off, 棕色生命之灯
aoa3:cyan_life_lamp_off, 淡蓝色生命之灯
aoa3:blue_life_lamp_off, 蓝色生命之灯
aoa3:green_life_lamp_off, 绿色生命之灯
aoa3:dark_grey_life_lamp_off, 深灰色生命之灯
aoa3:red_life_lamp_off, 红色生命之灯
aoa3:grey_life_lamp_off, 灰色生命之灯
aoa3:lime_life_lamp_off, 亮绿色生命之灯
aoa3:magenta_life_lamp_off, 品红色生命之灯
aoa3:orange_life_lamp_off, 橙色生命之灯
aoa3:pink_life_lamp_off, 粉红色生命之灯
aoa3:purple_life_lamp_off, 紫色生命之灯
aoa3:white_life_lamp_off, 白色生命之灯
aoa3:yellow_life_lamp_off, 黄色生命之灯
aoa3:iro_lamp_off, 黄金灯
aoa3:ivory_lamp_off, 象牙灯
aoa3:ivory_amethyst_lamp_off, 紫晶象牙灯
aoa3:ivory_jade_lamp_off, 翡翠象牙灯
aoa3:ivory_limonite_lamp_off, 褐铁象牙灯
aoa3:ivory_rosite_lamp_off, 硫铜锑象牙灯
aoa3:ivory_sapphire_lamp_off, 蓝宝石象牙灯
aoa3:jade_lamp_off, 翡翠灯
aoa3:limonite_lamp_off, 褐铁灯
aoa3:lunar_lamp_off, 月球灯
aoa3:lyon_lamp_off, 钢铁灯
aoa3:mystic_lamp_off, 神秘灯
aoa3:neon_lamp_off, 霓虹灯
aoa3:neon_circling_lamp_off, 环形霓虹灯
aoa3:neon_lapis_lamp_off, 霓虹青金石灯
aoa3:neon_lapis_circling_lamp_off, 环形霓虹青金石灯
aoa3:neon_lapis_triangles_lamp_off, 三角形霓虹青金石灯
aoa3:neon_triangles_lamp_off, 三角形霓虹灯
aoa3:neon_runic_lamp_off, 符文霓虹灯
aoa3:rosite_lamp_off, 硫铜锑灯
aoa3:sapphire_lamp_off, 蓝宝石灯
aoa3:skeletal_lamp_off, 骷髅灯
aoa3:abyss_stone, 深渊石头
aoa3:barathos_hellstone, 爵士下界石头
aoa3:baron_stone, 爵士石头
aoa3:borean_stone, 暴风石头
aoa3:creep_stone, 蠕变石头
aoa3:crystevia_stone, 晶体石头
aoa3:deeplands_stone, 深层岩石
aoa3:dustopia_stone, 异位石头
aoa3:gardencia_stone, 花园石头
aoa3:greckon_stone, 格瑞克石头
aoa3:haven_stone, 天堂石头
aoa3:iromine_stone, 黄金石头
aoa3:lelyetia_stone, 赫尔维蒂石头
aoa3:mysterium_stone, 神秘石头
aoa3:high_precasia_stone, 传说石头
aoa3:low_precasia_stone, 低层传说石头
aoa3:primed_stone, 坚固的石头
aoa3:runic_stone, 符文砖块
aoa3:shyrelands_stone, 塞尔瑞岩石
aoa3:toxic_stone, 剧毒石头
aoa3:unstable_stone, 松动的石头
aoa3:borean_dirt, 暴风泥土
aoa3:candyland_dirt, 糖果泥土
aoa3:celeve_dirt, 玩具泥土
aoa3:creeponia_dirt, 蠕变泥土
aoa3:dustopia_dirt, 异位泥土
aoa3:gardencia_dirt, 花园泥土
aoa3:greckon_dirt, 格瑞克泥土
aoa3:haven_dirt, 天堂泥土
aoa3:lunalyte_dirt, 月球泥土
aoa3:lunasole_dirt, 卢娜索泥土
aoa3:mysterium_dirt, 神秘泥土
aoa3:toxic_dirt, 剧毒泥土
aoa3:abyss_grass, 深渊草方块
aoa3:borean_grass, 暴风草方块
aoa3:candyland_grass, 糖果草方块
aoa3:celeve_grass, 玩具草方块
aoa3:chocolate_grass, 巧克力草方块
aoa3:creeponia_grass, 蠕变草方块
aoa3:crystal_grass, 冰糖草方块
aoa3:dustopia_grass, 异位草方块
aoa3:gardencia_grass, 花园草方块
aoa3:greckon_grass, 格瑞克草方块
aoa3:haven_grass, 天堂草方块
aoa3:iromine_grass, 黄金草方块
aoa3:lelyetia_grass, 赫尔维蒂草
aoa3:lelyetia_down_grass, 倒置赫尔维蒂草
aoa3:lunalyte_grass, 月球草方块
aoa3:lunasole_grass, 月球草方块
aoa3:marshmallow_grass, 棉花糖草方块
aoa3:mysterium_grass, 神秘草方块
aoa3:precasia_grass, 传说草方块
aoa3:runic_grass, 符文草方块
aoa3:shyrelands_grass, 塞尔瑞草方块
aoa3:silvro_grass, 纯银草方块
aoa3:toxic_grass, 剧毒草方块
aoa3:amethyst_ore, 紫晶矿石
aoa3:baronyte_ore, 硫铁钾矿石
aoa3:blazium_ore, 虚空
aoa3:bloodstone_ore, 血石矿石
aoa3:blue_crystal_ore, 蓝色水晶矿石
aoa3:charged_runium_ore, 电磁符文矿石
aoa3:chestbone_fragments_ore, 胸骨碎片矿石
aoa3:crystallite_ore, 微晶矿石
aoa3:elecanium_ore, 钛矿石
aoa3:emberstone_ore, 余烬石矿石
aoa3:footbone_fragments_ore, 足骨碎片矿石
aoa3:gemenyte_ore, 冠盟宝石矿石
aoa3:ghastly_ore, 阴森矿石
aoa3:ghoulish_ore, 恐惧矿石
aoa3:green_crystal_ore, 绿色水晶矿石
aoa3:jade_ore, 翡翠矿石
aoa3:jewelyte_ore, 明珠宝石矿石
aoa3:legbone_fragments_ore, 腿骨碎片矿石
aoa3:limonite_ore, 褐铁矿石
aoa3:lyon_ore, 钢铁锭
aoa3:mystite_ore, 神秘矿石
aoa3:ornamyte_ore, 奥姆宝石矿石
aoa3:purple_crystal_ore, 紫色水晶矿石
aoa3:red_crystal_ore, 红色水晶矿石
aoa3:rosite_ore, 硫铜锑矿石
aoa3:runium_ore, 符文矿石
aoa3:sapphire_ore, 蓝宝石矿石
aoa3:shyregem_ore, 塞尔瑞宝石矿石
aoa3:shyrestone_ore, 塞尔瑞石矿石
aoa3:skullbone_fragments_ore, 头骨碎片矿石
aoa3:varsium_ore, 镁矿石
aoa3:white_crystal_ore, 白色水晶矿石
aoa3:yellow_crystal_ore, 黄色水晶矿石
aoa3:baron_bricks, 爵士砖块
aoa3:black_bricks, 黑色砖块
aoa3:bloodstone_bricks, 血石砖块
aoa3:blue_bricks, 蓝色砖块
aoa3:brown_bricks, 棕色砖块
aoa3:coral_bricks, 珊瑚砖块
aoa3:creeponia_bricks, 蠕变砖块
aoa3:crystallite_bricks, 微晶砖块
aoa3:crystevia_bricks, 晶体砖块
aoa3:cyan_bricks, 淡蓝色砖块
aoa3:dark_bricks, 暗砖
aoa3:dark_blue_bricks, 深蓝色砖块
aoa3:dark_grey_bricks, 深灰色砖块
aoa3:darkwash_bricks, 暗饰砖块
aoa3:gardencia_bricks, 花园砖块
aoa3:greckon_bricks, 格瑞克砖块
aoa3:green_bricks, 绿色砖块
aoa3:grey_bricks, 灰色砖块
aoa3:haunted_bricks, 噩梦砖块
aoa3:iro_dotted_bricks, 点缀铁砖
aoa3:iro_striped_bricks, 条纹铁砖
aoa3:lelyetia_bricks, 赫尔维蒂砖块
aoa3:lime_bricks, 亮绿色砖块
aoa3:lunar_bricks, 月球砖块
aoa3:magenta_bricks, 品红色砖块
aoa3:black_mysterium_bricks, 黑色神秘砖块
aoa3:green_mysterium_bricks, 绿色神秘砖块
aoa3:orange_bricks, 橙色砖块
aoa3:pink_bricks, 粉红色砖块
aoa3:purple_bricks, 紫色砖块
aoa3:red_bricks, 红色砖块
aoa3:rosidian_bricks, 伊恩砖块
aoa3:runic_construct_bricks, 符文砖块
aoa3:white_shyre_bricks, 白色塞尔瑞砖块
aoa3:yellow_shyre_bricks, 黄色塞尔瑞砖块
aoa3:skeletal_bricks, 骷髅砖块
aoa3:white_bricks, 白色砖块
aoa3:whitewash_bricks, 粉饰砖块
aoa3:yellow_bricks, 黄色砖块
aoa3:intricate_amethyst_ivory, 錾制紫晶象牙块
aoa3:natural_amethyst_ivory, 天然紫晶象牙块
aoa3:ornate_amethyst_ivory, 烨熠紫晶象牙块
aoa3:patterned_amethyst_ivory, 平滑紫晶象牙块
aoa3:intricate_ivory, 錾制象牙块
aoa3:intricate_jade_ivory, 錾制翡翠象牙块
aoa3:natural_jade_ivory, 天然翡翠象牙块
aoa3:ornate_jade_ivory, 烨熠翡翠象牙块
aoa3:patterned_jade_ivory, 平滑翡翠象牙块
aoa3:intricate_limonite_ivory, 錾制褐铁象牙块
aoa3:natural_limonite_ivory, 天然褐铁象牙块
aoa3:ornate_limonite_ivory, 烨熠褐铁象牙块
aoa3:patterned_limonite_ivory, 平滑褐铁象牙块
aoa3:natural_ivory, 天然象牙块
aoa3:ornate_ivory, 烨熠象牙块
aoa3:patterned_ivory, 平滑象牙块
aoa3:intricate_rosite_ivory, 錾制硫铜锑象牙块
aoa3:natural_rosite_ivory, 天然硫铜锑象牙块
aoa3:ornate_rosite_ivory, 烨熠硫铜锑象牙块
aoa3:patterned_rosite_ivory, 平滑硫铜锑象牙块
aoa3:intricate_sapphire_ivory, 錾制蓝宝石象牙块
aoa3:natural_sapphire_ivory, 天然蓝宝石象牙块
aoa3:ornate_sapphire_ivory, 烨熠蓝宝石象牙块
aoa3:patterned_sapphire_ivory, 平滑蓝宝石象牙块
aoa3:achony_leaves, 苹果树叶
aoa3:blood_leaves, 血木树叶
aoa3:bubble_leaves, 泡沫树叶
aoa3:blue_celevus_leaves, 蓝色玩具树叶
aoa3:green_celevus_leaves, 绿色玩具树叶
aoa3:purple_celevus_leaves, 紫色玩具树叶
aoa3:red_celevus_leaves, 红色玩具树叶
aoa3:white_celevus_leaves, 白色玩具树叶
aoa3:yellow_celevus_leaves, 黄色玩具树叶
aoa3:churry_leaves, 樱桃树叶
aoa3:creep_leaves, 蠕变树叶
aoa3:cycade_leaves, 苏铁树叶
aoa3:dawn_leaves, 曙光树叶
aoa3:domiguous_leaves, 多米基拉树叶
aoa3:eternal_leaves, 永恒树叶
aoa3:eucadon_leaves, 幽基顿树叶
aoa3:haunted_leaves, 鬼魅树叶
aoa3:haunted_eyes_leaves, 鬼魅眼树叶
aoa3:blue_haven_leaves, 蓝色天堂树叶
aoa3:pink_haven_leaves, 粉红色天堂树叶
aoa3:purple_haven_leaves, 紫色天堂树叶
aoa3:red_haven_leaves, 红色天堂树叶
aoa3:turquoise_haven_leaves, 天青色天堂树叶
aoa3:yellow_haven_leaves, 黄色天堂树叶
aoa3:irodust_leaves, 尘铁树叶
aoa3:irogold_leaves, 金铁树叶
aoa3:lelyetian_leaves, 赫尔维蒂树叶
aoa3:lucalus_leaves, 卢卡罗斯树叶
aoa3:lunicia_leaves, 月球树叶
aoa3:lunosso_leaves, 卢诺索树叶
aoa3:melumia_leaves, 马梅尔树叶
aoa3:opollo_leaves, 爵士树叶
aoa3:runic_leaves, 符文树叶
aoa3:shadow_leaves, 暗影树叶
aoa3:shadowblood_leaves, 暗影树叶
aoa3:shyre_leaves, 塞尔瑞树叶
aoa3:bright_shyre_leaves, 塞尔瑞树叶
aoa3:silvro_leaves, 纯银树叶
aoa3:stranglewood_leaves, 窒息树叶
aoa3:vein_leaves, 血脉树叶
aoa3:achony_log, 苹果木
aoa3:blood_log, 血木
aoa3:churry_log, 樱桃木
aoa3:creep_log, 蠕变木
aoa3:cycade_log, 苏铁木
aoa3:dawn_log, 曙光木
aoa3:domiguous_log, 多米基拉木
aoa3:eternal_log, 永恒木
aoa3:eucadon_log, 幽基顿木
aoa3:eyeball_log, 血眼木
aoa3:haunted_log, 鬼魅木
aoa3:haunted_eye_log, 鬼魅眼木
aoa3:haunted_eyes_log, 鬼魅红眼木
aoa3:haunted_flashing_log, 鬼魅闪烁脸木
aoa3:haunted_purpling_log, 紫色鬼魅木
aoa3:iro_log, 黄金木
aoa3:lucalus_log, 卢卡罗斯木
aoa3:lunide_log, 月球木
aoa3:melumia_log, 马梅尔木
aoa3:opollo_log, 爵士木
aoa3:runic_log, 符文木
aoa3:shadow_log, 暗影木
aoa3:shyre_log, 塞尔瑞木
aoa3:stranglewood_log, 窒息木
aoa3:toxic_log, 毒性木
aoa3:achony_planks, 苹果木板
aoa3:bloodwood_planks, 血木木板
aoa3:churry_planks, 樱桃木板
aoa3:creep_planks, 蠕变木板
aoa3:cycade_planks, 苏铁木板
aoa3:dawnwood_planks, 曙光木板
aoa3:domiguous_planks, 多米基拉木板
aoa3:eucadon_planks, 幽基顿木板
aoa3:hauntedwood_planks, 鬼魅木板
aoa3:irowood_planks, 铁木木板
aoa3:lucalus_planks, 卢卡罗斯木板
aoa3:lunide_planks, 月球木板
aoa3:melumia_planks, 马梅尔木板
aoa3:opollo_planks, 爵士木板
aoa3:runic_planks, 符文木板
aoa3:shadow_planks, 暗影木板
aoa3:shyre_planks, 塞尔瑞木板
aoa3:stranglewood_planks, 窒息木板
aoa3:toxicwood_planks, 毒性木板
aoa3:achony_slab:0, 苹果木台阶
aoa3:bloodwood_slab:0, 血木台阶
aoa3:churry_slab:0, 樱桃木台阶
aoa3:creep_slab:0, 蠕变木台阶
aoa3:cycade_slab:0, 苏铁木台阶
aoa3:dawnwood_slab:0, 曙光木台阶
aoa3:domiguous_slab:0, 多米基拉木台阶
aoa3:eucadon_slab:0, 幽基顿木台阶
aoa3:hauntedwood_slab:0, 鬼魅木台阶
aoa3:irowood_slab:0, 铁木台阶
aoa3:lucalus_slab:0, 卢卡罗斯木台阶
aoa3:lunide_slab:0, 月球木台阶
aoa3:melumia_slab:0, 马梅尔木台阶
aoa3:opollo_slab:0, 爵士木台阶
aoa3:runic_slab:0, 符文木台阶
aoa3:shadow_slab:0, 暗影木台阶
aoa3:shyre_slab:0, 塞尔瑞木台阶
aoa3:stranglewood_slab:0, 窒息木台阶
aoa3:toxicwood_slab:0, 毒性木台阶
aoa3:baron_bricks_slab:0, 爵士砖台阶
aoa3:black_bricks_slab:0, 黑色砖台阶
aoa3:bloodstone_bricks_slab:0, 血石砖台阶
aoa3:blue_bricks_slab:0, 蓝色砖台阶
aoa3:brown_bricks_slab:0, 棕色砖台阶
aoa3:coral_bricks_slab:0, 珊瑚砖台阶
aoa3:creeponia_bricks_slab:0, 蠕变砖台阶
aoa3:crystallite_bricks_slab:0, 微晶砖台阶
aoa3:crystevia_bricks_slab:0, 晶体砖台阶
aoa3:cyan_bricks_slab:0, 淡蓝色砖台阶
aoa3:dark_blue_bricks_slab:0, 深蓝色砖台阶
aoa3:dark_bricks_slab:0, 暗砖台阶
aoa3:dark_grey_bricks_slab:0, 深灰色砖台阶
aoa3:darkwash_bricks_slab:0, 暗饰砖台阶
aoa3:gardencia_bricks_slab:0, 花园砖台阶
aoa3:greckon_bricks_slab:0, 格瑞克砖台阶
aoa3:green_bricks_slab:0, 绿色砖台阶
aoa3:grey_bricks_slab:0, 灰色砖台阶
aoa3:haunted_bricks_slab:0, 噩梦砖台阶
aoa3:iro_dotted_bricks_slab:0, 点缀铁砖台阶
aoa3:iro_striped_bricks_slab:0, 条纹铁砖台阶
aoa3:intricate_amethyst_ivory_slab:0, 錾制紫晶象牙台阶
aoa3:natural_amethyst_ivory_slab:0, 天然紫晶象牙台阶
aoa3:ornate_amethyst_ivory_slab:0, 烨熠紫晶象牙台阶
aoa3:patterned_amethyst_ivory_slab:0, 平滑紫晶象牙台阶
aoa3:intricate_ivory_slab:0, 錾制象牙台阶
aoa3:intricate_jade_ivory_slab:0, 錾制翡翠象牙台阶
aoa3:natural_jade_ivory_slab:0, 天然翡翠象牙台阶
aoa3:ornate_jade_ivory_slab:0, 烨熠翡翠象牙台阶
aoa3:patterned_jade_ivory_slab:0, 平滑翡翠象牙台阶
aoa3:intricate_limonite_ivory_slab:0, 錾制褐铁象牙台阶
aoa3:natural_limonite_ivory_slab:0, 天然褐铁象牙台阶
aoa3:ornate_limonite_ivory_slab:0, 烨熠褐铁象牙台阶
aoa3:patterned_limonite_ivory_slab:0, 平滑褐铁象牙台阶
aoa3:natural_ivory_slab:0, 天然象牙牙台阶
aoa3:ornate_ivory_slab:0, 烨熠象牙台阶
aoa3:patterned_ivory_slab:0, 平滑象牙台阶
aoa3:intricate_rosite_ivory_slab:0, 錾制硫铜锑象牙台阶
aoa3:natural_rosite_ivory_slab:0, 天然硫铜锑象牙台阶
aoa3:ornate_rosite_ivory_slab:0, 烨熠硫铜锑象牙台阶
aoa3:patterned_rosite_ivory_slab:0, 平滑硫铜锑象牙台阶
aoa3:intricate_sapphire_ivory_slab:0, 錾制蓝宝石象牙台阶
aoa3:natural_sapphire_ivory_slab:0, 天然蓝宝石象牙台阶
aoa3:ornate_sapphire_ivory_slab:0, 烨熠蓝宝石象牙台阶
aoa3:patterned_sapphire_ivory_slab:0, 平滑蓝宝石象牙台阶
aoa3:lelyetia_bricks_slab:0, 赫尔维蒂砖台阶
aoa3:lime_bricks_slab:0, 亮绿色砖台阶
aoa3:lunar_bricks_slab:0, 月球砖台阶
aoa3:magenta_bricks_slab:0, 品红色砖台阶
aoa3:black_mysterium_bricks_slab:0, 黑色神秘砖台阶
aoa3:green_mysterium_bricks_slab:0, 绿色神秘砖台阶
aoa3:orange_bricks_slab:0, 橙色砖台阶
aoa3:pink_bricks_slab:0, 粉红色砖台阶
aoa3:purple_bricks_slab:0, 紫色砖台阶
aoa3:red_bricks_slab:0, 红色砖台阶
aoa3:rosidian_bricks_slab:0, 伊恩砖台阶
aoa3:runic_construct_bricks_slab:0, 符文砖台阶
aoa3:white_shyre_bricks_slab:0, 白色塞尔瑞砖台阶
aoa3:yellow_shyre_bricks_slab:0, 黄色塞尔瑞砖台阶
aoa3:skeletal_bricks_slab:0, 骷髅砖台阶
aoa3:whitewash_bricks_slab:0, 粉饰砖台阶
aoa3:yellow_bricks_slab:0, 黄色砖台阶
aoa3:achony_stairs, 苹果木楼梯
aoa3:bloodwood_stairs, 血木楼梯
aoa3:churry_stairs, 樱桃木楼梯
aoa3:creep_stairs, 蠕变木楼梯
aoa3:cycade_stairs, 苏铁木楼梯
aoa3:dawnwood_stairs, 曙光木楼梯
aoa3:domiguous_stairs, 多米基拉木楼梯
aoa3:eucadon_stairs, 幽基顿木楼梯
aoa3:hauntedwood_stairs, 鬼魅木楼梯
aoa3:irowood_stairs, 铁木楼梯
aoa3:lucalus_stairs, 卢卡罗斯木楼梯
aoa3:lunide_stairs, 月球木楼梯
aoa3:melumia_stairs, 马梅尔木楼梯
aoa3:opollo_stairs, 爵士木楼梯
aoa3:runic_stairs, 符文木楼梯
aoa3:shadow_stairs, 暗影木楼梯
aoa3:shyre_stairs, 塞尔瑞木楼梯
aoa3:stranglewood_stairs, 窒息木楼梯
aoa3:toxicwood_stairs, 毒性木楼梯
aoa3:baron_bricks_stairs, 爵士砖楼梯
aoa3:black_bricks_stairs, 黑色砖楼梯
aoa3:bloodstone_bricks_stairs, 血石砖楼梯
aoa3:blue_bricks_stairs, 蓝色砖楼梯
aoa3:brown_bricks_stairs, 棕色砖楼梯
aoa3:coral_bricks_stairs, 珊瑚砖楼梯
aoa3:creeponia_bricks_stairs, 蠕变砖楼梯
aoa3:crystallite_bricks_stairs, 微晶砖楼梯
aoa3:crystevia_bricks_stairs, 晶体砖楼梯
aoa3:cyan_bricks_stairs, 淡蓝色砖楼梯
aoa3:dark_blue_bricks_stairs, 深蓝色砖楼梯
aoa3:dark_bricks_stairs, 暗砖楼梯
aoa3:dark_grey_bricks_stairs, 深灰色砖楼梯
aoa3:darkwash_bricks_stairs, 暗饰砖楼梯
aoa3:gardencia_bricks_stairs, 花园砖楼梯
aoa3:greckon_bricks_stairs, 格瑞克砖楼梯
aoa3:green_bricks_stairs, 绿色砖楼梯
aoa3:grey_bricks_stairs, 灰色砖楼梯
aoa3:haunted_bricks_stairs, 噩梦砖楼梯
aoa3:iro_dotted_bricks_stairs, 点缀铁砖楼梯
aoa3:iro_striped_bricks_stairs, 条纹铁砖楼梯
aoa3:intricate_amethyst_ivory_stairs, 錾制紫晶象牙楼梯
aoa3:natural_amethyst_ivory_stairs, 天然紫晶象牙楼梯
aoa3:ornate_amethyst_ivory_stairs, 烨熠紫晶象牙楼梯
aoa3:patterned_amethyst_ivory_stairs, 平滑紫晶象牙楼梯
aoa3:intricate_ivory_stairs, 錾制象牙楼梯
aoa3:intricate_jade_ivory_stairs, 錾制翡翠象牙楼梯
