Mod:Item:MetaData, Localized Name
aoa3:melumia_slab:0, 马梅尔木台阶
aoa3:opollo_slab:0, 爵士木台阶
aoa3:runic_slab:0, 符文木台阶
aoa3:shadow_slab:0, 暗影木台阶
aoa3:shyre_slab:0, 塞尔瑞木台阶
aoa3:stranglewood_slab:0, 窒息木台阶
aoa3:toxicwood_slab:0, 毒性木台阶
aoa3:baron_bricks_slab:0, 爵士砖台阶
aoa3:black_bricks_slab:0, 黑色砖台阶
aoa3:bloodstone_bricks_slab:0, 血石砖台阶
aoa3:blue_bricks_slab:0, 蓝色砖台阶
aoa3:brown_bricks_slab:0, 棕色砖台阶
aoa3:coral_bricks_slab:0, 珊瑚砖台阶
aoa3:creeponia_bricks_slab:0, 蠕变砖台阶
aoa3:crystallite_bricks_slab:0, 微晶砖台阶
aoa3:crystevia_bricks_slab:0, 晶体砖台阶
aoa3:cyan_bricks_slab:0, 淡蓝色砖台阶
aoa3:dark_blue_bricks_slab:0, 深蓝色砖台阶
aoa3:dark_bricks_slab:0, 暗砖台阶
aoa3:dark_grey_bricks_slab:0, 深灰色砖台阶
aoa3:darkwash_bricks_slab:0, 暗饰砖台阶
aoa3:gardencia_bricks_slab:0, 花园砖台阶
aoa3:greckon_bricks_slab:0, 格瑞克砖台阶
aoa3:green_bricks_slab:0, 绿色砖台阶
aoa3:grey_bricks_slab:0, 灰色砖台阶
aoa3:haunted_bricks_slab:0, 噩梦砖台阶
aoa3:iro_dotted_bricks_slab:0, 点缀铁砖台阶
aoa3:iro_striped_bricks_slab:0, 条纹铁砖台阶
aoa3:intricate_amethyst_ivory_slab:0, 錾制紫晶象牙台阶
aoa3:natural_amethyst_ivory_slab:0, 天然紫晶象牙台阶
aoa3:ornate_amethyst_ivory_slab:0, 烨熠紫晶象牙台阶
aoa3:patterned_amethyst_ivory_slab:0, 平滑紫晶象牙台阶
aoa3:intricate_ivory_slab:0, 錾制象牙台阶
aoa3:intricate_jade_ivory_slab:0, 錾制翡翠象牙台阶
aoa3:natural_jade_ivory_slab:0, 天然翡翠象牙台阶
aoa3:ornate_jade_ivory_slab:0, 烨熠翡翠象牙台阶
aoa3:patterned_jade_ivory_slab:0, 平滑翡翠象牙台阶
aoa3:intricate_limonite_ivory_slab:0, 錾制褐铁象牙台阶
aoa3:natural_limonite_ivory_slab:0, 天然褐铁象牙台阶
aoa3:ornate_limonite_ivory_slab:0, 烨熠褐铁象牙台阶
aoa3:patterned_limonite_ivory_slab:0, 平滑褐铁象牙台阶
aoa3:natural_ivory_slab:0, 天然象牙牙台阶
aoa3:ornate_ivory_slab:0, 烨熠象牙台阶
aoa3:patterned_ivory_slab:0, 平滑象牙台阶
aoa3:intricate_rosite_ivory_slab:0, 錾制硫铜锑象牙台阶
aoa3:natural_rosite_ivory_slab:0, 天然硫铜锑象牙台阶
aoa3:ornate_rosite_ivory_slab:0, 烨熠硫铜锑象牙台阶
aoa3:patterned_rosite_ivory_slab:0, 平滑硫铜锑象牙台阶
aoa3:intricate_sapphire_ivory_slab:0, 錾制蓝宝石象牙台阶
aoa3:natural_sapphire_ivory_slab:0, 天然蓝宝石象牙台阶
aoa3:ornate_sapphire_ivory_slab:0, 烨熠蓝宝石象牙台阶
aoa3:patterned_sapphire_ivory_slab:0, 平滑蓝宝石象牙台阶
aoa3:lelyetia_bricks_slab:0, 赫尔维蒂砖台阶
aoa3:lime_bricks_slab:0, 亮绿色砖台阶
aoa3:lunar_bricks_slab:0, 月球砖台阶
aoa3:magenta_bricks_slab:0, 品红色砖台阶
aoa3:black_mysterium_bricks_slab:0, 黑色神秘砖台阶
aoa3:green_mysterium_bricks_slab:0, 绿色神秘砖台阶
aoa3:orange_bricks_slab:0, 橙色砖台阶
aoa3:pink_bricks_slab:0, 粉红色砖台阶
aoa3:purple_bricks_slab:0, 紫色砖台阶
aoa3:red_bricks_slab:0, 红色砖台阶
aoa3:rosidian_bricks_slab:0, 伊恩砖台阶
aoa3:runic_construct_bricks_slab:0, 符文砖台阶
aoa3:white_shyre_bricks_slab:0, 白色塞尔瑞砖台阶
aoa3:yellow_shyre_bricks_slab:0, 黄色塞尔瑞砖台阶
aoa3:skeletal_bricks_slab:0, 骷髅砖台阶
aoa3:whitewash_bricks_slab:0, 粉饰砖台阶
aoa3:yellow_bricks_slab:0, 黄色砖台阶
aoa3:achony_stairs, 苹果木楼梯
aoa3:bloodwood_stairs, 血木楼梯
aoa3:churry_stairs, 樱桃木楼梯
aoa3:creep_stairs, 蠕变木楼梯
aoa3:cycade_stairs, 苏铁木楼梯
aoa3:dawnwood_stairs, 曙光木楼梯
aoa3:domiguous_stairs, 多米基拉木楼梯
aoa3:eucadon_stairs, 幽基顿木楼梯
aoa3:hauntedwood_stairs, 鬼魅木楼梯
aoa3:irowood_stairs, 铁木楼梯
aoa3:lucalus_stairs, 卢卡罗斯木楼梯
aoa3:lunide_stairs, 月球木楼梯
aoa3:melumia_stairs, 马梅尔木楼梯
aoa3:opollo_stairs, 爵士木楼梯
aoa3:runic_stairs, 符文木楼梯
aoa3:shadow_stairs, 暗影木楼梯
aoa3:shyre_stairs, 塞尔瑞木楼梯
aoa3:stranglewood_stairs, 窒息木楼梯
aoa3:toxicwood_stairs, 毒性木楼梯
aoa3:baron_bricks_stairs, 爵士砖楼梯
aoa3:black_bricks_stairs, 黑色砖楼梯
aoa3:bloodstone_bricks_stairs, 血石砖楼梯
aoa3:blue_bricks_stairs, 蓝色砖楼梯
aoa3:brown_bricks_stairs, 棕色砖楼梯
aoa3:coral_bricks_stairs, 珊瑚砖楼梯
aoa3:creeponia_bricks_stairs, 蠕变砖楼梯
aoa3:crystallite_bricks_stairs, 微晶砖楼梯
aoa3:crystevia_bricks_stairs, 晶体砖楼梯
aoa3:cyan_bricks_stairs, 淡蓝色砖楼梯
aoa3:dark_blue_bricks_stairs, 深蓝色砖楼梯
aoa3:dark_bricks_stairs, 暗砖楼梯
aoa3:dark_grey_bricks_stairs, 深灰色砖楼梯
aoa3:darkwash_bricks_stairs, 暗饰砖楼梯
aoa3:gardencia_bricks_stairs, 花园砖楼梯
aoa3:greckon_bricks_stairs, 格瑞克砖楼梯
aoa3:green_bricks_stairs, 绿色砖楼梯
aoa3:grey_bricks_stairs, 灰色砖楼梯
aoa3:haunted_bricks_stairs, 噩梦砖楼梯
aoa3:iro_dotted_bricks_stairs, 点缀铁砖楼梯
aoa3:iro_striped_bricks_stairs, 条纹铁砖楼梯
aoa3:intricate_amethyst_ivory_stairs, 錾制紫晶象牙楼梯
aoa3:natural_amethyst_ivory_stairs, 天然紫晶象牙楼梯
aoa3:ornate_amethyst_ivory_stairs, 烨熠紫晶象牙楼梯
aoa3:patterned_amethyst_ivory_stairs, 平滑紫晶象牙楼梯
aoa3:intricate_ivory_stairs, 錾制象牙楼梯
aoa3:intricate_jade_ivory_stairs, 錾制翡翠象牙楼梯
aoa3:natural_jade_ivory_stairs, 天然翡翠象牙楼梯
aoa3:ornate_jade_ivory_stairs, 烨熠翡翠象牙楼梯
aoa3:patterned_jade_ivory_stairs, 平滑翡翠象牙楼梯
aoa3:intricate_limonite_ivory_stairs, 錾制褐铁象牙楼梯
aoa3:natural_limonite_ivory_stairs, 天然褐铁象牙楼梯
aoa3:ornate_limonite_ivory_stairs, 烨熠褐铁象牙楼梯
aoa3:patterned_limonite_ivory_stairs, 平滑褐铁象牙楼梯
aoa3:natural_ivory_stairs, 天然象牙楼梯
aoa3:ornate_ivory_stairs, 烨熠象牙楼梯
aoa3:patterned_ivory_stairs, 平滑象牙楼梯
aoa3:intricate_rosite_ivory_stairs, 錾制硫铜锑象牙楼梯
aoa3:natural_rosite_ivory_stairs, 天然硫铜锑象牙楼梯
aoa3:ornate_rosite_ivory_stairs, 烨熠硫铜锑象牙楼梯
aoa3:patterned_rosite_ivory_stairs, 平滑硫铜锑象牙楼梯
aoa3:intricate_sapphire_ivory_stairs, 錾制蓝宝石象牙楼梯
aoa3:natural_sapphire_ivory_stairs, 天然蓝宝石象牙楼梯
aoa3:ornate_sapphire_ivory_stairs, 烨熠蓝宝石象牙楼梯
aoa3:patterned_sapphire_ivory_stairs, 平滑蓝宝石象牙楼梯
aoa3:lelyetia_bricks_stairs, 赫尔维蒂砖楼梯
aoa3:lime_bricks_stairs, 亮绿色砖楼梯
aoa3:lunar_bricks_stairs, 月球砖楼梯
aoa3:magenta_bricks_stairs, 品红色砖楼梯
aoa3:black_mysterium_bricks_stairs, 黑色神秘砖楼梯
aoa3:green_mysterium_bricks_stairs, 绿色神秘砖楼梯
aoa3:orange_bricks_stairs, 橙色砖楼梯
aoa3:pink_bricks_stairs, 粉红色砖楼梯
aoa3:purple_bricks_stairs, 紫色砖楼梯
aoa3:red_bricks_stairs, 红色砖楼梯
aoa3:rosidian_bricks_stairs, 伊恩砖楼梯
aoa3:runic_construct_bricks_stairs, 符文砖楼梯
aoa3:white_shyre_bricks_stairs, 白色塞尔瑞砖楼梯
aoa3:yellow_shyre_bricks_stairs, 黄色塞尔瑞砖楼梯
aoa3:skeletal_bricks_stairs, 骷髅砖楼梯
aoa3:whitewash_bricks_stairs, 粉饰砖楼梯
aoa3:yellow_bricks_stairs, 黄色砖楼梯
aoa3:achony_fence, 苹果木栅栏
aoa3:bloodwood_fence, 血木栅栏
aoa3:churry_fence, 樱桃木栅栏
aoa3:creep_fence, 蠕变木栅栏
aoa3:cycade_fence, 苏铁木栅栏
aoa3:dawnwood_fence, 曙光木栅栏
aoa3:domiguous_fence, 多米基拉木栅栏
aoa3:eucadon_fence, 幽基顿木栅栏
aoa3:hauntedwood_fence, 鬼魅木栅栏
aoa3:irowood_fence, 铁木栅栏
aoa3:lucalus_fence, 卢卡罗斯木栅栏
aoa3:lunide_fence, 月球木栅栏
aoa3:melumia_fence, 马梅尔木栅栏
aoa3:opollo_fence, 爵士木栅栏
aoa3:runic_fence, 符文木栅栏
aoa3:shadow_fence, 暗影木栅栏
aoa3:shyre_fence, 塞尔瑞木栅栏
aoa3:stranglewood_fence, 窒息木栅栏
aoa3:toxicwood_fence, 毒性木栅栏
aoa3:twinklestone_fence, 闪烁石栅栏
aoa3:achony_gate, 苹果木栅栏门
aoa3:bloodwood_gate, 血木栅栏门
aoa3:churry_gate, 樱桃木栅栏门
aoa3:creep_gate, 蠕变木栅栏门
aoa3:cycade_gate, 苏铁木栅栏门
aoa3:dawnwood_gate, 曙光木栅栏门
aoa3:domiguous_gate, 多米基拉木栅栏门
aoa3:eucadon_gate, 幽基顿木栅栏门
aoa3:hauntedwood_gate, 鬼魅木栅栏门
aoa3:irowood_gate, 铁木栅栏门
aoa3:lucalus_gate, 卢卡罗斯木栅栏门
aoa3:lunide_gate, 月球木栅栏门
aoa3:melumia_gate, 马梅尔木栅栏门
aoa3:opollo_gate, 爵士木栅栏门
aoa3:runic_gate, 符文木栅栏门
aoa3:shadow_gate, 暗影木栅栏门
aoa3:shyre_gate, 塞尔瑞木栅栏门
aoa3:stranglewood_gate, 窒息木栅栏门
aoa3:toxicwood_gate, 毒性木栅栏门
aoa3:flower_core, 花芯
aoa3:aqua_mushroom_inside, 水蘑菇
aoa3:aqua_mushroom_outside, 水蘑菇
aoa3:black_mushroom, 黑色蘑菇
aoa3:blue_mushroom_inside, 蓝色蘑菇
aoa3:blue_mushroom_outside, 蓝色蘑菇
aoa3:green_mushroom_inside, 绿色蘑菇
aoa3:green_mushroom_outside, 绿色蘑菇
aoa3:orange_mushroom_inside, 橙色蘑菇
aoa3:orange_mushroom_outside, 橙色蘑菇
aoa3:peach_mushroom_inside, 粉红色蘑菇
aoa3:peach_mushroom_outside, 粉红色蘑菇
aoa3:purple_mushroom_inside, 紫色蘑菇
aoa3:purple_mushroom_outside, 紫色蘑菇
aoa3:black_mushroom_stem, 黑色蘑菇茎
aoa3:blue_mushroom_stem, 蓝色蘑菇茎
aoa3:green_mushroom_stem, 绿色蘑菇茎
aoa3:orange_mushroom_stem, 橙色蘑菇茎
aoa3:purple_mushroom_stem, 紫色蘑菇茎
aoa3:yellow_mushroom_stem, 黄色蘑菇茎
aoa3:yellow_mushroom_inside, 黄色蘑菇
aoa3:yellow_mushroom_outside, 黄色蘑菇
aoa3:plant_stem, 茎
aoa3:ancient_light, 远古灯
aoa3:archaic_light, 古老的灯
aoa3:creep_crystal, 蠕变晶体
aoa3:darkstone, 黑暗石
aoa3:deep_crystal, 深层水晶
aoa3:hive_light, 蜂巢灯
aoa3:lab_donut_light, 实验室灯
aoa3:steel_light, 轻型钢
aoa3:twinklestone, 闪烁石
aoa3:vox_light, 未知灯
aoa3:amethyst_lamp, 紫晶灯
aoa3:aquatic_lamp, 水能灯
aoa3:baronyte_lamp, 硫铁钾灯
aoa3:blazium_lamp, 虚空灯
aoa3:bloodstone_lamp, 血石灯
aoa3:crystallite_lamp, 微晶灯
aoa3:elecanium_lamp, 钛灯
aoa3:emberstone_lamp, 余烬石灯
aoa3:fire_lamp, 火焰灯
aoa3:ghastly_lamp, 阴森灯
aoa3:ghoulish_lamp, 恐惧灯
aoa3:aqua_life_lamp, 水能生命之灯
aoa3:black_life_lamp, 黑色生命之灯
aoa3:brown_life_lamp, 棕色生命之灯
aoa3:cyan_life_lamp, 淡蓝色生命之灯
aoa3:blue_life_lamp, 蓝色生命之灯
aoa3:green_life_lamp, 绿色生命之灯
aoa3:dark_grey_life_lamp, 深灰色生命之灯
aoa3:red_life_lamp, 红色生命之灯
aoa3:grey_life_lamp, 灰色生命之灯
aoa3:lime_life_lamp, 亮绿色生命之灯
aoa3:magenta_life_lamp, 品红色生命之灯
aoa3:orange_life_lamp, 橙色生命之灯
aoa3:pink_life_lamp, 粉红色生命之灯
aoa3:purple_life_lamp, 紫色生命之灯
aoa3:white_life_lamp, 白色生命之灯
aoa3:yellow_life_lamp, 黄色生命之灯
aoa3:iro_lamp, 黄金灯
aoa3:ivory_lamp, 象牙灯
aoa3:ivory_amethyst_lamp, 紫晶象牙灯
aoa3:ivory_jade_lamp, 翡翠象牙灯
aoa3:ivory_limonite_lamp, 褐铁象牙灯
aoa3:ivory_rosite_lamp, 硫铜锑象牙灯
aoa3:ivory_sapphire_lamp, 蓝宝石象牙灯
aoa3:jade_lamp, 翡翠灯
aoa3:limonite_lamp, 褐铁灯
aoa3:lunar_lamp, 月球灯
aoa3:lyon_lamp, 钢铁灯
aoa3:mystic_lamp, 神秘灯
aoa3:neon_lamp, 霓虹灯
aoa3:neon_circling_lamp, 环形霓虹灯
aoa3:neon_lapis_lamp, 霓虹青金石灯
aoa3:neon_lapis_circling_lamp, 环形霓虹青金石灯
aoa3:neon_lapis_triangles_lamp, 三角形霓虹青金石灯
aoa3:neon_triangles_lamp, 三角形霓虹灯
aoa3:neon_runic_lamp, 符文霓虹灯
aoa3:rosite_lamp, 硫铜锑灯
aoa3:sapphire_lamp, 蓝宝石灯
aoa3:skeletal_lamp, 骷髅灯
aoa3:abyssal_glass, 深渊玻璃
aoa3:ancient_glass, 远古玻璃
aoa3:aquatic_glass, 水能玻璃
aoa3:archaic_glass, 古老的玻璃
aoa3:baron_glass, 爵士玻璃
aoa3:decayed_glass, 腐烂的玻璃
aoa3:gardencian_glass, 花园玻璃
aoa3:haven_glass, 天堂玻璃
aoa3:iro_glass, 黄金玻璃
aoa3:basic_lab_glass, 基础实验室玻璃
aoa3:squares_lab_glass, 方格实验室玻璃
aoa3:lelyetian_glass, 赫尔维蒂玻璃
aoa3:lunar_glass, 月球玻璃
aoa3:runic_glass, 符文玻璃
aoa3:unbreakable_runic_glass, 坚硬符文玻璃
aoa3:shyre_glass, 塞尔瑞玻璃
aoa3:vox_glass, 未知玻璃
aoa3:zhinx_glass, 间线玻璃
aoa3:precasian_sand, 传说沙子
aoa3:amethyst_block, 紫晶块
aoa3:baronyte_block, 硫铁钾块
aoa3:blazium_block, 虚空块
aoa3:bloodstone_block, 血石块
aoa3:crystallite_block, 微晶元素块
aoa3:elecanium_block, 钛块
aoa3:emberstone_block, 余烬石块
aoa3:gemenyte_block, 冠盟宝石块
aoa3:ghastly_block, 阴森块
aoa3:ghoulish_block, 恐惧块
aoa3:jade_block, 翡翠块
aoa3:jewelyte_block, 明珠宝石块
aoa3:limonite_block, 褐铁块
aoa3:lunar_block, 月球块
aoa3:lyon_block, 钢铁块
aoa3:mystite_block, 神秘块
aoa3:ornamyte_block, 奥姆宝石块
aoa3:rosite_block, 硫铜锑块
aoa3:sapphire_block, 蓝宝石块
aoa3:shyregem_block, 塞尔瑞宝石块
aoa3:shyrestone_block, 塞尔瑞石块
aoa3:skeletal_ingot_block, 骷髅锭块
aoa3:varsium_block, 镁块
aoa3:baron_carpet, 爵士地毯
aoa3:borean_carpet, 暴风地毯
aoa3:gardencian_carpet, 花园地毯
aoa3:iro_carpet, 黄金地毯
aoa3:lunar_carpet, 月球地毯
aoa3:crystallanium, 微晶块
aoa3:emberium, 余烬素块
aoa3:shadonantium, 暗影素块
aoa3:skeletanium, 骷髅素块
aoa3:silvro_box, 纯银箱
aoa3:crate, 板条箱
aoa3:ancient_cactus, 远古仙人掌
aoa3:ancient_rock, 远古岩石
aoa3:black_ancient_tile, 远古黑砖
aoa3:ancient_tile_core, 远古宝珠
aoa3:green_ancient_tile, 远古绿砖
aoa3:ancient_tile_shrine, 远古神殿砖
aoa3:white_ancient_tile, 远古白砖
aoa3:archaic_dirt, 古老的泥土
aoa3:archaic_stream_horizontal, 古老的横纹砖块
aoa3:archaic_ladder, 古老的梯子
aoa3:archaic_rectangles, 古老的錾制砖块
aoa3:archaic_squares, 古老的砖块
aoa3:archaic_tiles, 古老的砖
aoa3:archaic_stream_vertical, 古老的竖纹砖块
aoa3:baron_castle_wall, 爵士城堡墙
aoa3:baron_cube, 爵士魔方
aoa3:baron_ground, 爵士地面
aoa3:bloodstone_bar_bricks, 血石砖块
aoa3:bloodstone_bars, 血石闩
aoa3:boney_block, 波尼玻璃
aoa3:green_candy, 绿色糖果块
aoa3:red_candy, 红色糖果块
aoa3:white_candy, 白色糖果块
aoa3:celeve_stem, 玩具木
aoa3:charging_table, 充能祭坛
aoa3:carved_rune_direction, 方位雕符石
aoa3:carved_rune_empowering, 赋能雕符石
aoa3:carved_rune_focus, 聚焦雕符石
aoa3:carved_rune_power, 能量雕符石
aoa3:carved_rune_reality, 现实雕符石
aoa3:carved_rune_space, 空间雕符石
aoa3:carved_rune_travel, 穿越雕符石
aoa3:chocolate_block, 巧克力块
aoa3:dark_chocolate_block, 黑色巧克力块
aoa3:white_chocolate_block, 白色巧克力块
aoa3:cog_block, 齿轮块
aoa3:blue_coral, 蓝色珊瑚
aoa3:green_coral, 绿色珊瑚
aoa3:hard_coral, 硬珊瑚
aoa3:orange_coral, 橙色珊瑚
aoa3:pink_coral, 粉红色珊瑚
aoa3:white_coral, 白色珊瑚
aoa3:yellow_coral, 黄色珊瑚
aoa3:aqua_cotton_candy, 水能棉花糖果
aoa3:pink_cotton_candy, 粉红色棉花糖果
aoa3:blue_crystal_block, 蓝色水晶
aoa3:green_crystal_block, 绿色水晶
aoa3:purple_crystal_block, 紫色水晶
aoa3:red_crystal_block, 红色水晶
aoa3:white_crystal_block, 白色水晶
aoa3:yellow_crystal_block, 黄色水晶
aoa3:dark_face_brick, 黑暗脸砖
aoa3:deeplands_trap_explosion, 深层岩石
aoa3:deeplands_trap_lava, 深层岩石
aoa3:deeplands_trap_nipper, 深层岩石
aoa3:deepshine, 深石
aoa3:degraded_steel, 降解的钢
aoa3:dustopian_lamp, 异位灯
aoa3:dustopian_lamp_off, 异位灯
aoa3:damage_enhancer, 增强器：攻击
aoa3:durability_enhancer, 增强器：耐久
aoa3:magical_enhancer, 增强器：魔法
aoa3:resistance_enhancer, 增强器：抵抗
aoa3:speed_enhancer, 增强器：速度
aoa3:weight_enhancer, 增强器：稳重
aoa3:eye_block, 血眼
aoa3:giant_snail_acid, 巨蜗牛酸液
aoa3:gingerbread, 姜饼块
aoa3:haunted_orb, 鬼魅宝珠
aoa3:hive_wall, 蜂巢壁
aoa3:iro_brick_trap, 铁砖
aoa3:iro_box, 铁箱
aoa3:iropole, 磁极
aoa3:kaiyu_temple_block_face, 神庙纹样
aoa3:kaiyu_temple_block_flow, 神庙纹样
aoa3:kaiyu_temple_block_maze, 神庙纹样
aoa3:kaiyu_temple_block_pass, 神庙纹样
aoa3:kaiyu_temple_block_plain, 神庙纹样
aoa3:kaiyu_temple_block_squares, 神庙纹样
aoa3:kaiyu_temple_block_track, 神庙纹样
aoa3:kaiyu_temple_trap_flow, 神庙纹样
aoa3:kaiyu_temple_trap_maze, 神庙纹样
aoa3:kaiyu_temple_trap_pass, 神庙纹样
aoa3:kaiyu_temple_trap_squares, 神庙纹样
aoa3:licorice, 甘草
aoa3:darklight_orb, 黑光宝珠
aoa3:dusk_orb, 黄昏宝珠
aoa3:lunar_orb, 月光宝珠
aoa3:moonlight_orb, 苍白宝珠
aoa3:sunfire_orb, 光明宝珠
aoa3:lunar_pad, 月球发射台
aoa3:lunar_pillar, 月球柱
aoa3:marshmallow, 棉花糖
aoa3:orange_acid, 橙色酸块
aoa3:paravite_hive, 寄生虫的巢
aoa3:black_petals, 黑色花瓣
aoa3:blue_petals, 蓝色花瓣
aoa3:light_blue_petals, 淡蓝色花瓣
aoa3:magenta_petals, 品红色花瓣
aoa3:orange_petals, 橙色花瓣
aoa3:purple_petals, 紫色花瓣
aoa3:red_petals, 红色花瓣
aoa3:rose_petals, 玫瑰花瓣
aoa3:yellow_petals, 黄色花瓣
aoa3:plastic, 塑料
aoa3:blue_rock_candy, 蓝色冰糖
aoa3:green_rock_candy, 绿色冰糖
aoa3:pink_rock_candy, 粉红色冰糖
aoa3:purple_rock_candy, 紫色冰糖
aoa3:rune_post_compass, 定位符文宝珠
aoa3:rune_post_distortion, 扭曲符文宝珠
aoa3:rune_post_energy, 能量符文宝珠
aoa3:rune_post_fire, 火焰符文宝珠
aoa3:rune_post_kinetic, 动能符文宝珠
aoa3:rune_post_life, 生命符文宝珠
aoa3:rune_post_lunar, 月符文宝珠
aoa3:rune_post_poison, 剧毒符文宝珠
aoa3:rune_post_power, 力量符文宝珠
aoa3:rune_post_storm, 暴风符文宝珠
aoa3:rune_post_strike, 杀戮符文宝珠
aoa3:rune_post_water, 水符文宝珠
aoa3:rune_post_wind, 风符文宝珠
aoa3:rune_post_wither, 凋灵符文宝珠
aoa3:shyre_cloud, 塞尔瑞云
aoa3:skeletal_block, 骷髅块
aoa3:skull_block, 颅骨块
aoa3:dark_skull_block, 黑暗颅骨块
aoa3:spikey_pillar, 支柱
aoa3:tentacles, 触手
aoa3:tentacles_dots_left, 触手
aoa3:tentacles_dots_right, 触手
aoa3:tentacles_eye_orange, 触手
aoa3:tentacles_eye_red, 触手
aoa3:tentacles_green, 触手
aoa3:toxic_block, 剧毒方块
aoa3:toxic_stem, 剧毒茎
aoa3:toxic_waste, 剧毒垃圾
aoa3:unbreakable_iro_bricks, 坚硬铁砖
aoa3:unbreakable_plant_stem, 坚硬茎
aoa3:unbreakable_runic_bricks, 坚硬符文砖块
aoa3:blue_shroom, 蓝色魔菇
aoa3:green_shroom, 绿色魔菇
aoa3:orange_shroom, 橙色魔菇
aoa3:purple_shroom, 紫色魔菇
aoa3:vox_shroom, 未知魔菇
aoa3:yellow_shroom, 黄色魔菇
aoa3:vox_log, 未知木
aoa3:vox_log2, 未知木
aoa3:shroom_stem, 魔菇茎
aoa3:amphibior_spawner, 艾菲莉亚刷怪箱
aoa3:amphibiyte_spawner, 安佛比亚刷怪箱
aoa3:arc_wizard_spawner, 电弧巫师刷怪箱
aoa3:arkzyne_spawner, 瓦塞尔刷怪箱
aoa3:arocknid_spawner, 元素蜘蛛刷怪箱
aoa3:angelica_spawner, 安吉里卡刷怪箱
aoa3:banshee_spawner, 女妖刷怪箱
aoa3:baumba_spawner, 雷沃刷怪箱
aoa3:bloodsucker_spawner, 血之吮吸者刷怪箱
aoa3:cane_bug_spawner, 甘蔗虫刷怪箱
aoa3:rock_critter_spawner, 岩石蜘蛛刷怪箱
aoa3:crusilisk_spawner, 镇压者刷怪箱
aoa3:dawnlight_spawner, 曙光刷怪箱
aoa3:daysee_spawner, 天见刷怪箱
aoa3:diocus_spawner, 爆裂兽刷怪箱
aoa3:enforcer_spawner, 实施者刷怪箱
aoa3:exohead_spawner, 磁头刷怪箱
aoa3:faceless_floater_spawner, 无面刷怪箱
aoa3:fenix_spawner, 菲尼克斯刷怪箱
aoa3:flesh_eater_spawner, 食尸鬼刷怪箱
aoa3:flowerface_spawner, 粉菊花刷怪箱
aoa3:fungock_spawner, 肮脏的戈克刷怪箱
aoa3:ghastus_spawner, 地精刷怪箱
aoa3:gingerbird_spawner, 姜鸟刷怪箱
aoa3:gingerbread_man_spawner, 姜饼人刷怪箱
aoa3:goldum_spawner, 掺金傀儡刷怪箱
aoa3:goldus_spawner, 纯金傀儡刷怪箱
aoa3:inmate_x_spawner, 囚犯X刷怪箱
aoa3:inmate_y_spawner, 囚犯Y刷怪箱
aoa3:iosaur_spawner, 绿恐龙刷怪箱
aoa3:jawe_spawner, 深渊爬行者刷怪箱
aoa3:kaiyu_spawner, 开宇刷怪箱
aoa3:lightwalker_spawner, 光明步行者刷怪箱
aoa3:luxocron_spawner, 洛梵刷怪箱
aoa3:mechyon_spawner, 机甲羊刷怪箱
aoa3:merkyre_spawner, 默克刷怪箱
aoa3:mermage_spawner, 梅尔法师刷怪箱
aoa3:mushroom_spider_spawner, 真菌蜘蛛刷怪箱
aoa3:nethengeic_beast_spawner, 纳德吉克兽刷怪箱
aoa3:nightmare_spider_spawner, 噩梦蜘蛛刷怪箱
aoa3:nightwing_spawner, 夜鹰刷怪箱
aoa3:opteryx_spawner, 弹跳鸟刷怪箱
aoa3:paravite_spawner, 寄生虫刷怪箱
aoa3:phantom_spawner, 幻象刷怪箱
aoa3:pod_plant_spawner, 豌豆荚刷怪箱
aoa3:rawbone_spawner, 生骨刷怪箱
aoa3:reaver_spawner, 掠夺者刷怪箱
aoa3:refluct_spawner, 沉思者刷怪箱
aoa3:runic_golem_spawner, 符文傀儡刷怪箱
aoa3:runic_guardian_spawner, 符文守护者刷怪箱
aoa3:seeker_spawner, 搜索者刷怪箱
aoa3:shavo_spawner, 傀儡兽刷怪箱
aoa3:shyre_troll_spawner, 塞尔瑞哥布林刷怪箱
aoa3:skeledon_spawner, 骷髅傀儡H刷怪箱
aoa3:skelekyte_spawner, 骷髅傀儡Y刷怪箱
aoa3:soulscorne_spawner, 灵魂法尔刷怪箱
aoa3:spectral_wizard_spawner, 光谱巫师刷怪箱
aoa3:spinoledon_spawner, 刺背龙刷怪箱
aoa3:surveyor_spawner, 勘测者刷怪箱
aoa3:tharafly_spawner, 变异蝙蝠刷怪箱
aoa3:undead_troll_spawner, 不死巨怪刷怪箱
aoa3:urioh_spawner, 尤赖厄刷怪箱
aoa3:urv_spawner, 独臂傀儡刷怪箱
aoa3:vine_wizard_spawner, 葡萄精灵刷怪箱
aoa3:visage_spawner, 面孔刷怪箱
aoa3:volar_spawner, 天界轰炸者刷怪箱
aoa3:zarg_spawner, 扎尔格刷怪箱
aoa3:zhinx_spawner, 间线刷怪箱
aoa3:zorp_spawner, 卓普刷怪箱
aoa3:army_block, 骷髅方块
aoa3:baroness_altar, 女爵祭坛
aoa3:candy_block, 糖果祭坛
aoa3:clunkhead_altar, 斩首祭坛
aoa3:craexxeus_altar, 远古战神祭坛
aoa3:creep_altar, 蠕变祭坛
aoa3:dracyon_altar, 飞行守护者祭坛
aoa3:graw_altar, 森林守护者祭坛
aoa3:guardian_altar, 监护者祭坛
aoa3:hive_spawner, 蜂王祭坛
aoa3:hydro_table, 水能祭坛
aoa3:illusion_altar, 幻觉祭坛
